IID	trait.A	trait.B	trait.C	trait.D
HGDP01309	0.176402334008311	0.34121899921357	0.37584829314321	0.106530373634909
HGDP00491	0.250678377493606	0.216725134461944	0.0895436263992384	0.443052861645212
HGDP01094	0.114964189388619	0.0515298789305089	0.808884175499664	0.0246217561812079
HGDP00879	0.316038075865805	0.182456113462715	0.188962016364242	0.312543794307238
HGDP00115	0.320415508392293	0.36459445489371	0.256356973082464	0.0586330636315328
HGDP00679	0.682890382949891	0.00883225686597648	0.185048938386028	0.123228421798104
HGDP01310	0.284413720314311	0.101387482590386	0.22265586018446	0.391542936910843
HGDP00511	0.23970771976048	0.298071608546882	0.251804943414079	0.21041572827856
HGDP01095	0.315656566281385	0.21456106782056	0.252541220451515	0.217241145446539
HGDP00880	0.284181486103152	0.381566147876107	0.0370076356931856	0.297244730327556
HGDP00118	0.291320059323576	0.258293761705986	0.0857856492462471	0.364600529724191
HGDP00680	0.413305253126556	0.0220773074665531	0.132833292791037	0.431784146615854
HGDP00512	0.286656590638051	0.281952764216999	0.066783125957029	0.364607519187921
HGDP01311	0.358724004817875	0.0493626378031946	0.152689512490801	0.43922384488813
HGDP01096	0.219546361374123	0.0463171292519635	0.196509644569673	0.53762686480424
HGDP00120	0.375636025296201	0.324161310868817	0.175530186006689	0.124672477828294
HGDP00881	0.0683913330866811	0.25226043133495	0.420634439667797	0.258713795910572
HGDP00682	0.232234836628599	0.28294716232965	0.177836380789764	0.306981620251986
HGDP00513	0.375044263518958	0.0771595367212458	0.253208681086146	0.294587518673651
HGDP01312	0.13535139628332	0.287571233649925	0.342473153032855	0.2346042170339
HGDP01098	0.309264208244578	0.0753038924583428	0.101616767017573	0.513815132279505
HGDP00121	0.530457504620523	0.30638810711605	0.105281272374075	0.0578731158893526
HGDP00882	0.429071520356798	0.0470299615448337	0.186248632752674	0.337649885345694
HGDP00683	0.277367824840857	0.11566330706162	0.247972366808385	0.358996501289138
HGDP00514	0.366038061960689	0.00325645831114369	0.493994317178175	0.136711162549992
HGDP01313	0.0377881786920651	0.25994060224998	0.387000571417592	0.315270647640363
HGDP01099	0.171641863444232	0.192753501685616	0.433568992741532	0.20203564212862
HGDP00122	0.243410377176451	0.3277041084881	0.38557981275141	0.0433057015840396
HGDP00883	0.0898343768850021	0.220230103080766	0.499903101928163	0.190032418106069
HGDP00684	0.290997833813951	0.203430572500048	0.375115163970195	0.130456429715805
HGDP00515	0.0164632870828767	0.309616231493188	0.344097140297167	0.329823341126768
HGDP01314	0.264882513405776	0.0614383968801891	0.490297223696298	0.183381866017737
HGDP01100	0.179821857652388	0.453841773881957	0.289715971163041	0.0766203973026142
HGDP00124	0.0975849962648865	0.238788062415022	0.306873904445096	0.356753036874996
HGDP00685	0.0871815450800497	0.469461610057443	0.0170290679540423	0.426327776908465
HGDP00884	0.511813403186328	0.390996280821441	0.0557322291468139	0.0414580868454168
HGDP00516	0.25383393476946	0.227048675581006	0.20509732944934	0.314020060200195
HGDP01317	0.157808733432007	0.264038537238295	0.346256924535083	0.231895804794615
HGDP00125	0.128059490478774	0.39931756891552	0.122088786418454	0.350534154187252
HGDP01101	0.299879121173445	0.214994243004049	0.0465969813492366	0.438529654473269
HGDP00686	0.188519799843311	0.470561639391213	0.222323560897298	0.118594999868178
HGDP00885	0.169804614248966	0.279058996464836	0.269283573359974	0.281852815926225
HGDP00517	0.259811979776304	0.221722903917898	0.39045127771526	0.128013838590538
HGDP01318	0.190357474458532	0.288960910179917	0.309012316476494	0.211669298885057
HGDP00127	0.302138003225917	0.253672589103659	0.379967317467375	0.0642220902030493
HGDP01102	0.0861839469127476	0.28827190973794	0.343088750174153	0.28245539317516
HGDP00687	0.488940947534946	0.279259932083246	0.168978701404458	0.0628204189773502
HGDP00886	0.283029859085288	0.0320318252008798	0.182645225004744	0.502293090709087
HGDP00518	0.261135875280685	0.296720062295041	0.255093196631709	0.187050865792565
HGDP01319	0.170648870590489	0.351261421447905	0.321927126058691	0.156162581902915
HGDP00129	0.356219319608972	0.396125007265453	0.229911793122634	0.0177438800029412
HGDP01103	0.402361907170708	0.0276189811755556	0.502314985437663	0.067704126216074
HGDP00688	0.119577610933727	0.242317740962317	0.550994948602424	0.0871096995015325
HGDP00887	0.136907989368297	0.472320870812721	0.0870444326908659	0.303726707128116
HGDP01320	0.0315528252895277	0.414137952189863	0.445943880465266	0.108365342055343
HGDP00519	0.0502089269339704	0.327022879241006	0.256598165857131	0.366170027967892
HGDP00130	0.333825621006674	0.176560084116032	0.15934946318328	0.330264831694014
HGDP01104	0.0489128317516025	0.491948193518956	0.246156906286974	0.212982068442467
HGDP00689	0.22575165056095	0.235486120776933	0.190348744153576	0.348413484508541
HGDP00888	0.306358430599014	0.142796997735489	0.362460533280845	0.188384038384651
HGDP00520	0.368127749865084	0.0692258405029098	0.166274095160843	0.396372314471164
HGDP01321	0.443077637774454	0.0093389871811083	0.308858076361628	0.238725298682809
HGDP00131	0.291513394084506	0.322459445764944	0.133750235296622	0.252276924853928
HGDP01149	0.522420107699748	0.20183270239979	0.186831850866976	0.0889153390334857
HGDP00690	0.226628621237639	0.146779371445294	0.27087685311028	0.355715154206787
HGDP00889	0.445212855130541	0.114024286581973	0.321739649406399	0.119023208881086
HGDP00521	0.143822567354525	0.303429218858277	0.242632461017811	0.310115752769387
HGDP01322	0.285978694275365	0.450242547650523	0.0291125437184195	0.234666214355693
HGDP00133	0.554670225858408	0.171724599640537	0.132189000993678	0.141416173507378
HGDP01151	0.367338321954916	0.189779436889143	0.0890040745674183	0.353878166588523
HGDP00691	0.267237058745038	0.0236356359605154	0.359898728282917	0.349228577011529
HGDP00890	0.128256251043667	0.220035807421022	0.358502241620586	0.293205699914725
HGDP00522	0.109715009731517	0.390254381189657	0.393523983884235	0.106506625194591
HGDP01323	0.342280790805349	0.0800473159708822	0.350747649977732	0.226924243246037
HGDP00134	0.0532333736082946	0.479209384471949	0.345813691015474	0.121743550904283
HGDP01152	0.145117813306911	0.456495673872755	0.319250009891228	0.0791365029291062
HGDP00692	0.12896982608183	0.311771604744522	0.250106436631684	0.309152132541963
HGDP00891	0.405930856339108	0.295051881541813	0.075792255630079	0.223225006489
HGDP00523	0.0674225558238634	0.216297006253286	0.218658233632018	0.497622204290832
HGDP01326	0.0944851621264726	0.330208987979711	0.442461179373086	0.132844670520731
HGDP00135	0.321863480573879	0.0645522131982126	0.235748908044193	0.377835398183715
HGDP01153	0.0930309115898936	0.471590429235502	0.0286352532663885	0.406743405908216
HGDP00693	0.257732645748092	0.11527382767047	0.454797428632445	0.172196097948993
HGDP00524	0.181900284487365	0.240512304033019	0.214746120039752	0.362841291439864
HGDP00892	0.10925715920193	0.402463928515141	0.0993926728526787	0.38888623943025
HGDP01327	0.246763236132442	0.246324827421196	0.293213839215938	0.213698097230424
HGDP00136	0.227525378525186	0.0315005283450984	0.283733963302335	0.457240129827381
HGDP00694	0.196147908614919	0.215962795467403	0.327694447129472	0.260194848788205
HGDP01155	0.277675020611817	0.575765944072014	0.0869839734465257	0.0595750618696432
HGDP00525	0.242984490731326	0.335501594782188	0.295906802658312	0.125607111828173
HGDP00893	0.173344433418374	0.199913472130922	0.276696578741127	0.350045515709577
HGDP01328	0.181610195475881	0.304680760562676	0.368866044367951	0.144842999593492
HGDP00137	0.112389927965037	0.211799520373868	0.485112716693112	0.190697834967983
HGDP00696	0.279818412324169	0.262292295848926	0.0883579803665979	0.369531311460308
HGDP01156	0.254380904175685	0.234521392744861	0.215813305674512	0.295284397404942
HGDP00526	0.508376881806681	0.211627417180041	0.237834986436524	0.0421607145767538
HGDP00894	0.271961950416777	0.213495974081296	0.273007318391785	0.241534757110141
HGDP00139	0.295138689619703	0.109659716784695	0.375736143920043	0.219465449675558
HGDP01329	0.375615541065315	0.395454705581053	0.0586220841733481	0.170307669180284
HGDP00697	0.118058184459711	0.169137009974235	0.363317309206121	0.349487496359933
HGDP00527	0.204752719351278	0.166889053154614	0.192268899855033	0.436089327639075
HGDP01157	0.312114043635727	0.205299217355411	0.0508030997691646	0.431783639239697
HGDP00895	0.301356434356112	0.223252213312974	0.284990692181578	0.190400660149336
HGDP00140	0.015789828673756	0.484710373830095	0.166873398371153	0.332626399124996
HGDP01330	0.167882572198533	0.410727362586527	0.263780626750233	0.157609438464707
HGDP00698	0.188252027804497	0.29369650295679	0.355299910233833	0.16275155900488
HGDP00528	0.425542568346239	0.156482719619827	0.0301812730681606	0.387793438965773
HGDP00896	0.193363856295854	0.440653629421627	0.332789012975481	0.0331935013070376
HGDP01161	0.165369902639045	0.0381192663973756	0.376752537122431	0.419758293841148
HGDP00141	0.32580657610242	0.175861780096649	0.241497173523668	0.256834470277263
HGDP01331	0.15018567955626	0.291878173578172	0.245001828838113	0.312934318027455
HGDP00699	0.121151469937222	0.440014793880103	0.0187585728111158	0.420075163371559
HGDP00529	0.35466755725128	0.170982458960419	0.283356272882434	0.190993710905867
HGDP00897	0.165603942207847	0.584505798222028	0.150466259242852	0.0994240003272736
HGDP01162	0.291867344625084	0.253747473108499	0.0459556392071725	0.408429543059245
HGDP00143	0.381824036709613	0.356008132348528	0.134063524222507	0.128104306719353
HGDP01332	0.128725453213317	0.420725982549807	0.0731225945685969	0.377425969668279
HGDP00700	0.307253720442973	0.0392636983048355	0.0920680888521396	0.561414492400052
HGDP00530	0.240394691528595	0.407252881875044	0.193223962594155	0.159128464002206
HGDP00898	0.038898328492345	0.443737629645851	0.181048164937926	0.336315876923878
HGDP01163	0.311980450857314	0.221399766913308	0.289967287661121	0.176652494568258
HGDP00144	0.112048377945225	0.00506846963663237	0.23996305101858	0.642920101399563
HGDP01333	0.289086172254363	0.364192637286824	0.147551915944152	0.199169274514661
HGDP00701	0.187257404639348	0.189850754587681	0.33657168474659	0.286320156026381
HGDP00531	0.399525320633464	0.0843113905328533	0.28861177459405	0.227551514239633
HGDP00899	0.173438366103419	0.253960407594813	0.312964943118813	0.259636283182955
HGDP01164	0.259930581619183	0.0678630486578287	0.258577995607221	0.413628374115768
HGDP00145	0.252227063060907	0.665212584323103	0.0377216143675335	0.0448387382484561
HGDP01334	0.38864503164877	0.186290011133704	0.320421565001615	0.104643392215911
HGDP00533	0.290153225119205	0.318771229205996	0.0686647925555511	0.322410753119248
HGDP00703	0.599359283991648	0.201111854753905	0.0659587195593715	0.133570141695076
HGDP00900	0.257921288534627	0.18576834708765	0.446221538098947	0.110088826278776
HGDP01166	0.40775739737336	0.0298522058877368	0.0158222399077294	0.546568156831173
HGDP01335	0.0175633649092444	0.285834353021956	0.469578816806039	0.22702346526276
HGDP00146	0.145491991433947	0.423840186108524	0.299655733640705	0.131012088816824
HGDP00534	0.122622657628619	0.165596032333667	0.266397452268139	0.445383857769575
HGDP00704	0.302918950533552	0.213164532913155	0.285520051943058	0.198396464610235
HGDP00901	0.335126381513204	0.174206610219364	0.103677968951684	0.386989039315748
HGDP01167	0.321008926811042	0.238957129795005	0.204038301774941	0.235995641619012
HGDP00148	0.136526538879529	0.17856877030784	0.331199078521142	0.35370561229149
HGDP01336	0.0880319007817944	0.256886395747354	0.160658720011535	0.494422983459316
HGDP00535	0.310160422983631	0.127253290785473	0.263446740687363	0.299139545543534
HGDP00706	0.199039691083716	0.405812761552992	0.0988505653494799	0.296296982013813
HGDP00902	0.282798984551252	0.187563693505567	0.258760759040963	0.270876562902218
HGDP01168	0.116606721599611	0.148916498472088	0.422302203301452	0.312174576626849
HGDP01337	0.389148935469003	0.200519170927146	0.112817878275386	0.297514015328466
HGDP00149	0.357329203014762	0.186481056015326	0.0948905436900023	0.36129919727991
HGDP00536	0.333781991773315	0.233508992447593	0.0482683147730668	0.384440701006026
HGDP00710	0.496234790916715	0.405116608021018	0.0835722733217689	0.0150763277404982
HGDP00903	0.169984673550813	0.508746293229473	0.122993273854456	0.198275759365257
HGDP01169	0.0621206810325013	0.00517186274179553	0.605284637703387	0.327422818522316
HGDP01338	0.425130536128826	0.245881777541266	0.0486889649624033	0.280298721367505
HGDP00150	0.302423861504831	0.292740771957584	0.397479652222099	0.00735571431548693
HGDP00537	0.267084945230626	0.349650948481213	0.174373271288742	0.208890834999419
HGDP00711	0.178790505899136	0.300874013387811	0.355412874857293	0.164922605855761
HGDP00904	0.0174448363012237	0.27766808268674	0.248249003692727	0.456638077319309
HGDP01171	0.102616521767179	0.394077410309746	0.203164105908614	0.300141962014461
HGDP01339	0.359498471675208	0.21295778909349	0.0991293478944669	0.328414391336835
HGDP00151	0.0606810200925186	0.402334682514631	0.264963399922924	0.272020897469927
HGDP00538	0.326329149370565	0.248155616618675	0.145506871287551	0.280008362723208
HGDP00712	0.173640534308777	0.275554085043658	0.454183769719152	0.0966216109284121
HGDP00905	0.178110850450659	0.0772994470334277	0.328793011400782	0.415796691115131
HGDP01340	0.0799779720494589	0.269836703905065	0.241937777477707	0.408247546567769
HGDP01172	0.26729140194436	0.241784479279156	0.106446468798779	0.384477649977705
HGDP00153	0.234208148762598	0.172549248139872	0.0437731064794205	0.549469496618109
HGDP00539	0.284984860461803	0.01784672723912	0.483193407821438	0.213975004477639
HGDP00713	0.506420561811387	0.00930853371208668	0.269229648212646	0.21504125626388
HGDP00906	0.345608624687814	0.375761332811187	0.194192194940293	0.0844378475607066
HGDP01341	0.330016510513336	0.458095632163978	0.0483316452412222	0.163556212081464
HGDP01173	0.249483221477182	0.310652888878632	0.311229129535808	0.128634760108377
HGDP00154	0.018198948197058	0.415293924578072	0.273115888339226	0.293391238885644
HGDP00540	0.272351364225817	0.350897854443461	0.121427344902772	0.25532343642795
HGDP00714	0.378716077802537	0.102646749925013	0.397079314399441	0.121557857873009
HGDP00907	0.266115960825994	0.383262362854761	0.278744175530155	0.0718775007890901
HGDP01342	0.189738581187364	0.273935912247258	0.246033337703835	0.290292168861543
HGDP01174	0.413678381419214	0.186349248742561	0.3687312183026	0.0312411515356248
HGDP00155	0.120105417837196	0.312677929252807	0.177800977595845	0.389415675314152
HGDP00541	0.224829862175721	0.305697660462914	0.197412021341092	0.272060456020274
HGDP00715	0.182860353734207	0.267431511835784	0.374202401091328	0.175505733338682
HGDP00908	0.305260659012987	0.343362000808258	0.326221675178138	0.0251556650006174
HGDP01345	0.0585671168841082	0.362714589170661	0.378631030883716	0.200087263061515
HGDP00157	0.148552541437297	0.123292209070031	0.0785150621382994	0.649640187354373
HGDP01177	0.390890470138176	0.142701153713087	0.259325121958915	0.207083254189822
HGDP00542	0.153731158945259	0.343966478109403	0.252122079084199	0.250180283861138
HGDP00716	0.269048684618557	0.293974167727212	0.137345703933581	0.299631443720649
HGDP00909	0.236920040652118	0.234874578175619	0.249922535004945	0.278282846167318
HGDP01346	0.234498828664571	0.253300788103687	0.241316776980637	0.270883606251105
HGDP00158	0.251975463408933	0.206038455406451	0.410949636015529	0.131036445169087
HGDP01179	0.11045520620477	0.349976373678183	0.273083348059244	0.266485072057802
HGDP00543	0.028190922775433	0.292604494256666	0.351838818932569	0.327365764035332
HGDP00717	0.0145322004833756	0.308157757165978	0.269869772815169	0.407440269535478
HGDP01347	0.107902261164352	0.256152502550618	0.357527679263548	0.278417557021482
HGDP00910	0.197968037068015	0.103521189214808	0.329052932914104	0.369457840803073
HGDP00160	0.276035471615225	0.122637251728759	0.459387063365416	0.1419402132906
HGDP00544	0.0409543202283695	0.243118865064138	0.387475493879004	0.328451320828489
HGDP01180	0.327919074683121	0.0924857696069376	0.123496105530722	0.45609905017922
HGDP00719	0.0358701144491889	0.208517994244368	0.240415738861228	0.515196152445215
HGDP01348	0.312420746060706	0.116225568338621	0.258643462448396	0.312710223152277
HGDP00161	0.347830311536547	0.0185339997256869	0.212379888350842	0.421255800386924
HGDP00911	0.471767108381078	0.243240257016562	0.256665274950355	0.0283273596520056
HGDP00545	0.046583187940114	0.22614722729484	0.299500967258998	0.427768617506048
HGDP01181	0.16346223222325	0.122871494811232	0.203912976354903	0.509753296610615
HGDP00721	0.153597984427919	0.282492052443241	0.369945817981164	0.193964145147676
HGDP01349	0.0934320397205183	0.147586697458593	0.325877958346156	0.433103304474733
HGDP00912	0.241144038705835	0.130412136541421	0.450165586506829	0.178278238245916
HGDP00163	0.22575866181985	0.492888867401789	0.171079976728095	0.110272494050266
HGDP00546	0.0806317787804357	0.396451818841296	0.431084020969808	0.0918323814084598
HGDP01182	0.0594091645314632	0.407900906273187	0.381230769149163	0.151459160046187
HGDP00722	0.454923215732183	0.203735634935754	0.039389081200059	0.301952068132004
HGDP01350	0.0211453820858888	0.377669430457874	0.249665775094215	0.351519412362022
HGDP00165	0.238690782983654	0.297419387623773	0.247569143880797	0.216320685511776
HGDP00547	0.33285729593404	0.280838044672634	0.25060073367293	0.135703925720397
HGDP00913	0.055250903657959	0.424172241366479	0.123574757172383	0.397002097803179
HGDP01183	0.00988152685739706	0.224562935722591	0.178086586865122	0.58746895055489
HGDP00723	0.660683054524291	0.234830528349456	0.0373619956500063	0.0671244214762467
HGDP01351	0.180401066388627	0.276302413186138	0.272763978383307	0.270532542041928
HGDP00167	0.319879684659541	0.195914726156245	0.395189380440707	0.0890162087435065
HGDP00914	0.238829241443498	0.243937648207663	0.199296856202455	0.317936254146384
HGDP00548	0.189276485837926	0.209017760373769	0.453022317450524	0.148683436337781
HGDP01184	0.341279318507027	0.118861791237738	0.220308717140806	0.319550173114429
HGDP00724	0.031275358064383	0.119116366392558	0.170154959694125	0.679453315848935
HGDP01352	0.0322423799796383	0.315900927325038	0.397575806954242	0.254280885741081
HGDP00169	0.240003399338276	0.210755751486657	0.300892524040071	0.248348325134995
HGDP00549	0.309365338056	0.268583842627998	0.217447074160603	0.204603745155399
HGDP00915	0.322272251309059	0.0811363833570162	0.349304988393394	0.247286376940531
HGDP01185	0.00707478378490752	0.342179223406099	0.431183714328507	0.219562278480486
HGDP00725	0.170822169898653	0.17218373268113	0.315446431040154	0.341547666380064
HGDP01353	0.0439321929320487	0.390305179655788	0.485805061407686	0.0799575660044766
HGDP00173	0.257786818238019	0.0396391187765741	0.282411785417649	0.420162277567757
HGDP00550	0.156162308464924	0.23562799218833	0.470265966776083	0.137943732570664
HGDP00917	0.0550120190412054	0.320634223716984	0.385748096354661	0.23860566088715
HGDP01186	0.206755783885778	0.142222338041183	0.35817527555745	0.292846602515589
HGDP00726	0.155810868827771	0.146056217485081	0.383435405741255	0.314697507945893
HGDP01354	0.171197341100436	0.307084038883476	0.328030818740835	0.193687801275253
HGDP00175	0.624335854050167	0.199053662428396	0.10422638802489	0.0723840954965464
HGDP00551	0.237221216215143	0.176502705235695	0.269324626986991	0.316951451562171
HGDP00918	0.083822789747187	0.294870008933105	0.174483917431584	0.446823283888124
HGDP01187	0.0746332728381209	0.011254951063089	0.538092742976499	0.376019033122291
HGDP00727	0.256567201842764	0.192209567402841	0.257625722502229	0.293597508252166
HGDP01355	0.459826552608979	0.281113698635114	0.230993679358582	0.028066069397325
HGDP00177	0.448625074748688	0.101170203938743	0.426006388730063	0.0241983325825061
HGDP00552	0.293930542644651	0.136481156830909	0.329910964849047	0.239677335675393
HGDP00920	0.168987681183719	0.296738366475535	0.024402824243121	0.509871128097625
HGDP01188	0.369332046407723	0.118832326692469	0.398714391256423	0.113121235643386
HGDP00729	0.23488163517328	0.180260662684449	0.16494228400901	0.419915418133262
HGDP01356	0.23078681299594	0.18072716890669	0.301825187651837	0.286660830445533
HGDP00179	0.413704743181518	0.376341037118302	0.0827654921727583	0.127188727527423
HGDP00553	0.229229352104948	0.290258496642567	0.264408966936895	0.21610318431559
HGDP00924	0.557979782536814	0.157684832758533	0.011659148275449	0.272676236429205
HGDP01189	0.154654634097193	0.415044894076498	0.143427388766394	0.286873083059915
HGDP00730	0.186797616658841	0.279427726134876	0.384138847400527	0.149635809805756
HGDP01357	0.198550096636944	0.333777863576755	0.208832217104465	0.258839822681836
HGDP00554	0.333394236237469	0.337060658541437	0.315404928556853	0.0141401766642407
HGDP00181	0.138822868227622	0.568149093775388	0.238576187218015	0.0544518507789748
HGDP00925	0.0592584788985544	0.136228863893292	0.131194407625014	0.673318249583139
HGDP00731	0.0255350052109575	0.383837624600044	0.316664372500385	0.273962997688613
HGDP01190	0.168461546651855	0.291688310625016	0.451303169103593	0.0885469736195356
HGDP01358	0.242810318866881	0.220606771421023	0.165645139529022	0.370937770183074
HGDP00555	0.148507475446723	0.203069264519182	0.336484229177884	0.311939030856211
HGDP00183	0.354640548267898	0.0799898758448012	0.239660968027591	0.32570860785971
HGDP00926	0.23002058267931	0.13586168086658	0.101052327570568	0.533065408883542
HGDP00732	0.187561877520411	0.33085565814321	0.357789362072046	0.123793102264333
HGDP01191	0.126420366987855	0.258134575324479	0.453034034483908	0.162411023203757
HGDP01359	0.109478993135624	0.54942759096216	0.14585991803193	0.195233497870285
HGDP00556	0.244700327264376	0.268458052594344	0.131014223684119	0.355827396457161
HGDP00927	0.369331076344332	0.224490649158356	0.160760284347481	0.245417990149831
HGDP00185	0.159722915100857	0.28406079482361	0.147831596220179	0.408384693855354
HGDP00733	0.330781990061841	0.259585800809814	0.105774619193791	0.303857589934554
HGDP01192	0.207174062400651	0.400116346464085	0.267039671832821	0.125669919302443
HGDP01360	0.160321569966762	0.500955611210284	0.137743217299444	0.20097960152351
HGDP00557	0.127040506489336	0.378132104453456	0.366392745725061	0.128434643332146
HGDP00928	0.291778720348159	0.152696335378007	0.283851025101763	0.271673919172071
HGDP00187	0.18594180601799	0.4983626603682	0.0411071335145299	0.27458840009928
HGDP00734	0.29596763723723	0.235503504398741	0.247431070055819	0.221097788308211
HGDP01193	0.298243320574262	0.0912432186863889	0.322146855099094	0.288366605640255
HGDP00558	0.419459522487867	0.207664543814496	0.0353756313595576	0.337500302338079
HGDP01361	0.158718569144047	0.430645539145127	0.326252857820914	0.084383033889912
HGDP00929	0.500000366613466	0.450373200877262	0.0229871802387115	0.0266392522705609
HGDP00189	0.0935411835885184	0.440071649327489	0.367182147290731	0.0992050197932611
HGDP00735	0.0782671694726681	0.366073239747816	0.184122048014559	0.371537542764957
HGDP01194	0.363270905358594	0.0349612466428235	0.238221761821337	0.363546086177246
HGDP00559	0.39534953888394	0.0267135736156663	0.145478406465105	0.432458481035288
HGDP01362	0.0733557978832529	0.431272187783182	0.44995686952262	0.0454151448109446
HGDP00191	0.137924493685869	0.132155438449795	0.52674904936952	0.203171018494816
HGDP00930	0.329264695692863	0.278184622608107	0.152966774369905	0.239583907329125
HGDP00736	0.320450508679565	0.362487809148997	0.058438333059806	0.258623349111632
HGDP01195	0.301831215116391	0.392589559619224	0.189979290331266	0.115599934933119
HGDP00560	0.26071799685752	0.353812025918477	0.330591606476314	0.0548783707476892
HGDP01363	0.0671351062799388	0.306771520100563	0.198556725098332	0.427536648521166
HGDP00192	0.308690888889989	0.240599123631191	0.241141421169809	0.209568566309011
HGDP00931	0.203966771679731	0.264422492366022	0.205401672093917	0.32620906386033
HGDP00737	0.433519574015782	0.199439471835254	0.0718498696763283	0.295191084472636
HGDP01196	0.317427731614944	0.502064666846142	0.12902021673989	0.0514873847990237
HGDP00561	0.423769065604077	0.306848215625009	0.205047229470534	0.06433548930038
HGDP01364	0.274402890313645	0.306847601649645	0.319015937791804	0.0997335702449052
HGDP00195	0.0849578802668717	0.134290998248069	0.343886722394206	0.436864399090853
HGDP00932	0.266386254989091	0.114334969779935	0.263915927724622	0.355362847506352
HGDP00738	0.192530545049757	0.00121870078969814	0.500058164288284	0.306192589872261
HGDP01197	0.0537741402244066	0.574127835142694	0.166383616309697	0.205714408323202
HGDP00562	0.323126893928591	0.467303417524499	0.0281376922673981	0.181431996279512
HGDP01365	0.0835695587943411	0.495395155850853	0.276492580216187	0.144542705138619
HGDP00197	0.391835488173541	0.124489556719254	0.35888686243705	0.124788092670155
HGDP00933	0.288212515928959	0.125754780560749	0.232787460493083	0.353245243017209
HGDP00739	0.238587159774782	0.222623659239595	0.220970987792257	0.317818193193366
HGDP01198	0.2113627295533	0.307006733115519	0.193876768483196	0.287753768847985
HGDP00563	0.0643390379110668	0.429866174710512	0.0162826312065324	0.489512156171889
HGDP01366	0.38948811570081	0.0989466279036771	0.339812582177912	0.171752674217601
HGDP00199	0.233944848055953	0.49626714344793	0.00153872155452767	0.268249286941589
HGDP00934	0.172345289847878	0.2975661672299	0.258734293082806	0.271354249839416
HGDP00740	0.316227111135783	0.153084704761927	0.18357502391639	0.3471131601859
HGDP01199	0.489208930830717	0.0291660331653214	0.159693663574669	0.321931372429292
HGDP00564	0.450614149441758	0.0448765223886109	0.0377925288322218	0.46671679933741
HGDP01367	0.237985227178083	0.108752347308073	0.331862857336516	0.321399568177328
HGDP00201	0.252659463406087	0.382938524553001	0.160576019455891	0.203825992585021
HGDP00935	0.192936469275797	0.226418371459471	0.340860867562461	0.239784291702271
HGDP00741	0.376092371388953	0.105930154779863	0.145614537624337	0.372362936206847
HGDP01200	0.0991705494058126	0.147328893820708	0.474486999548642	0.279013557224837
HGDP00565	0.117794492203927	0.310405066362431	0.525393819605262	0.0464066218283798
HGDP01368	0.29488741801725	0.414391651498026	0.255004788495131	0.035716141989593
HGDP00205	0.144428350614733	0.311990829137288	0.276761524466594	0.266819295781385
HGDP00936	0.0963659509106943	0.407070253387554	0.390151178343627	0.106412617358126
HGDP00744	0.232410366378945	0.458098947605622	0.117423154226096	0.192067531789338
HGDP01201	0.36527441375243	0.539339287550147	0.061109872331771	0.0342764263656528
HGDP00566	0.532623849257126	0.0474752495370561	0.00166083843967471	0.418240062766143
HGDP00206	0.339342149947209	0.19776047018077	0.35069939025423	0.112197989617791
HGDP01369	0.121225318850337	0.352587573601122	0.158344343896769	0.367842763651771
HGDP00937	0.114649923561233	0.579297735648149	0.0687731084147964	0.237279232375821
HGDP00745	0.368734023495909	0.263432895039594	0.321860422939215	0.0459726585252823
HGDP01202	0.107746929556266	0.0124510219806315	0.400194315560935	0.479607732902168
HGDP00567	0.187747262197857	0.266376424032976	0.203518081036605	0.342358232732562
HGDP00208	0.402918693940789	0.123354170459262	0.209645677222481	0.264081458377468
HGDP01370	0.294104254398956	0.297816227824634	0.31874638353863	0.0893331342377807
HGDP00938	0.422235247842861	0.0658740523934077	0.241572966804972	0.27031773295876
HGDP00746	0.196705572496326	0.207584884788913	0.463923970404	0.131785572310762
HGDP01203	0.265521409534088	0.0116907842464437	0.524632769182459	0.198155037037009
HGDP00210	0.35679728325414	0.30957252274164	0.0130768170889302	0.320553376915289
HGDP01372	0.414733631974814	0.127694915561719	0.265885664155997	0.19168578830747
HGDP00568	0.398720711848918	0.193606538128798	0.314521228924409	0.0931515210978751
HGDP00939	0.404750596623471	0.0347612175653136	0.250974731234034	0.309513454577182
HGDP00747	0.0207979213836014	0.437004924071564	0.503954477798641	0.0382426767461935
HGDP01204	0.208071315932086	0.298676276981488	0.17819127165131	0.315061135435117
HGDP00213	0.295748076330827	0.289259021365572	0.361772163573014	0.0532207387305866
HGDP00569	0.329829251524622	0.149315706583235	0.348672560257606	0.172182481634537
HGDP01373	0.379144340014778	0.085145418715845	0.224157998770547	0.31155224249883
HGDP00940	0.077945811888579	0.560432219914241	0.358882195171012	0.00273977302616775
HGDP00748	0.0738968225304375	0.245083646599667	0.0201637249081231	0.660855805961772
HGDP01205	0.112453460677478	0.208415953750436	0.348797233545428	0.330333352026659
HGDP00214	0.266947574739216	0.443754584285176	0.218943468409795	0.0703543725658129
HGDP00571	0.0919489001304617	0.361529468915876	0.261649303867272	0.28487232708639
HGDP01374	0.327956789236166	0.256621821115814	0.0952400633642956	0.320181326283724
HGDP00941	0.160424738464323	0.39956204129078	0.0164061157571862	0.42360710448771
HGDP00749	0.127795029868176	0.33474927831522	0.340458847146748	0.196996844669856
HGDP01206	0.194040354386567	0.156066265214965	0.355400496243024	0.294492884155443
